Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
ANALISIS PRODUKTIVITAS TENAGA KERJA PADA PT. RIBKAH MARYAM JOKOTOLE BANGKALAN, Dwi Komariyah Putri," Iffan Maflahah, S.TP., M.Si ","Dr. Ir. Abdul Azis Jakfar, MT","PT. Ribkah Maryam Jokotole Bangkalan merupakan perusahaan yang memproduksi jamu di daerah Bangkalan. Jamu PT. Ribkah Maryam Jokotole Bangkalan telah dipasarkan didalam negeri dan diluar negeri. Oleh karena itu untuk meningkatkan efisiensi dan efektifitas PT. Ribkah Maryam Jokotole Bangkalan dilakukan dengan meningkatkan produktivitas PT. Ribkah Maryam Jokotole Bangkalan, salah satu peningkatan produktivitas PT. Ribkah Maryam Jokotole Bangkalan yaitu peningkatan produktivitas tenaga kerja. Produktivitas tenaga kerja merupakan ukuran kinerja karyawan yang mencakup pencapaian tujuan atau hasil (yang dapat dikaitkan sebagai efektivitas) dan penggunaan sumber daya manusia sebagai masukan yang dibutuhkan untuk mencapainya secara efisien. Tujuan dari penelitian ini adalah untuk mengetahui tingkat produktivitas tenaga kerja, pengaruh faktor upah atau bonus, motivasi kerja dan lingkungan kerja terhadap produktivitas tenaga kerja dan faktor yang paling mempengaruhi produktivitas tenaga kerja di PT. Ribkah Maryam Jokotole Bangkalan. Analisis data yang digunakan adalah analisis regresi linier berganda, uji asumsi klasik meliputi uji normalitas, uji multikolonearitas, uji heteroskedastisitas dan uji autokorelasi, uji determinasi (R2) dan uji T. Berdasarkan anlisis data hasil yang diperoleh dalam penelitian ini yaitu rata-rata skor yang didapatkan untuk produktivitas tenaga kerja sebesar 3,83. Berdasarkan uji asumsi klasik, data dinyatakan normal dan bebas dari uji asumsi klasik, sehingga analisis data dapat dilanjutkan menggunakan anlisis regresi linear. Hasil yang didapat dari analisis regresi linier berganda adalah Y= 46,871 + 0,028X1 – 0,919X2 – 0,547X3 + e. Berdasarkan hasil yang diperoleh dapat disimpulkan bahwa Skor rata-rata produktivitas tenaga kerja adalah 3,83, Upah atau bonus tidak berpengaruh terhadap produktivitas tenaga kerja sedangkan motivasi kerja dan lingkungan kerja berpengaruh negatif terhadap produktivitas tenaga kerja dan Faktor yang berpengaruh negatif paling tinggi adalah faktor motivasi kerja.

Kata kunci: Produktivitas tenaga kerja, analisis regresi linear berganda, uji determinasi (R2) dan uji T.",Teknologi Industri Pertanian
Peningkatan kualitas air minum dalam kemasan produk adem dengan menggunakan Quality Function Deployment (QFD), ABDUL AZIS," Dr. Moh. Fuad Fauzul M, S.TP., M.Si","Khoirul Hidayat, S.T., M.T.","Aktifitas manusia yang semakin tinggi menyebabkan kebutuhan akan kebutuhan mendapatkan sebuah produk juga tinggi. Air minum dalam kemasan (AMDK) saat ini sanat membantu memenuhi tingginya kebutuhan tersebut. Saat ini lebih dai 500 perusahaan di Indonesia yang bergerak dalam bidang produksi AMDK. Adem merupakan salah satu produk AMDK yang dihasilkan oleh salah satu instansi di Universitas trunojoyo madura pada prodi Teknologi Industri Pertanian. Tujuan penelitian ini adalah untuk mengetahui persyaratan-persyaratan pelanggan dan teknik, mengetahui bentuk-bentuk hubungan antar persyaratan tersebut serta menganalisa cara meningkatkan kualitas produk adem dengan membandingkan dengan produk kompetitor yaitu Amdk Arma dengan menggunakan metode Quality Function Deployment (QFD). Hasil penelitian menunjukkan bahwa persyaratan pelanggan AMDK adalah jernih, segar, tidak berbau, harga, mudah didapat, menarik, label, mudah dibuka, awet, lama expired dan higienis. Sedangkan persyaratan teknik AMDK Adem adalah PH air, kekeruhan, Total Dissolved Solid (TDS), Cemaran Mikroba, Sand Filter, Sinar ultra violet, Ozonisasi, Karbon Filter, Sanitasi Air Baku, Desain Kemasan, Jenis Kemasan, ukuran sedotan, Isi Label, dan Jaringan pemasaran. Penentuan skala prioritas peningkatan persyaratan teknik berdasarkan bobot relative persyaratan teknik. Penentuan bobot relative ditentukan dengan cara menalikan nilai hubungan Whats ddan How denan Bobot abslute teknik. Hasil perhitungan menunjukkan bahwa yang menjadi prioritas pertama adalah cemaran mikroba (19,8 %), jenis kemasan (19,5%), TDS (16,4%), PH air (14,4%), kekeruhan (9,6%) dan sanitasi air baku (6,8%).",Teknologi Industri Pertanian
Karakterisasi Kimia pada Proses Pembuatan Lauk ‘Bungkil’ Kelapa (Fermented Coconut), ZEILINA RIZKI PANGESTIKA," Dr. Umi Purwandari, M.App.,Sc., Ph. D.","Dr. Moh. Fuad Fauzul M, STP., M.Si.","‘Bungkil’ kelapa merupakan makanan yang terbuat dari hasil samping minyak kelapa yang berasal dari Banyumas, Jawa Tengah. Ciri yang dimiliki ‘bungkil’ kelapa berbentuk bulat (3-6 cm) dan berwarna coklat kehitaman. Tujuan dari penelitian ini untuk mengetahui karateristik kimia dari proses pembuatan ‘bungkil’ kelapa. Design penelitian menggunakan RAL (Rancangan Acak Lengkap) dengan 2 faktor yaitu media perendaman (air dan campuran air dengan air kelapa) dan lama perendaman (3 dan 6 hari). Proses pembuatan bungkil ada 5 tahapan proses diantaranya kelapa segar, perendaman, ‘emplep’ pertama, dan ‘emplep’ kedua. Pengujian yang dilakukan meliputi pH, total asam, kadar air, aw, titrasi formol, ketengikan, dan asam lemak. Hasil yang diperoleh dari perlakuan perendaman menggunakan air selama 3 hari menghasilkan pH 7,50±0,35; total asam 0,20±0,03%; kadar air 9,80±0,47%; aw 0,88±0,01; dan asam amino 0,35±0,08. Perlakuan perendaman menggunakan air selama 6 hari menghasilkan pH sebesar 6,89±0,10; total asam 0,22±0,04%; kadar air 5,69±0,87%; aw 0,87±0,01;dan asam amino 0,32±0,07%. Perlakuan perendaman campuran air dan air kelapa dengan pH 7,08±0,10; total asam 0,21±0,02%; kadar air 9,26±0,35%; aw 0,89±0,04; dan asam amino 0,33±0,07%. Sedangkan perlakuan perendaman campuran air dan kelapa selama 6 hari menghasilkan pH 6,78±0,17; total asam 0,25±0,02%; kadar air 4,19±0,27%; aw 0,85±0,01; asam amino 0,23±0,11%. Semua perlakuan mempunyai bilangan peroksida 0 mek O2/kg. Asam lemak yang mengalami peningkatan pada ‘bungkil’ kelapa adalah asam lemak kaproat, kapriat, kaprat, laurat, miristat, linoleat, dan linolenat.",Teknologi Industri Pertanian
"ANALISIS NILAI TAMBAH OLAHAN IKAN PEPEREK 
(Leiognathus equulus ) MENJADI IKAN PEPEREK CRISPY MENGGUNAKAN METODE VALUE ENGINEERING", Mardiana Rosita," Khoirul Hidayat, S.T., MT","Iffan Maflahah, S.TP., M.Si","Ikan peperek merupakan salah satu jenis ikan demersal yang biasa hidup di dasar perairan, dalam data statistik perikanan tangkap tahun 2015 ikan peperek berkontribusi besar dengan urutan kelima dari 33 jenis ikan lainnya. Ikan peperek crispy merupakan olahan dari ikan peperek segar yang dapat menambah nilai ekomonis. Penelitian ini bertujuan untuk mengetahui nilai tambah yang diberikan dari pengolahan ikan peperek crispy. Metode yang digunakan yaitu metode value engineering dengan pencarian atlernatif dari beberapa tahap informasi, tahap kreatif, tahap analisis, tahap pengembangan dan tahap rekomendasi. Hasil yang diperoleh dari analisis metode value engineering untuk produk ikan peperek crispy yaitu terdapat lima alternatif meliputi: Alternatif 1 dengan rasa balado, kemasan plastik PP, ukuran ikan sedang dan berat bersih 100 – 125 gram. Alternatif 2 dengan rasa original, kemasan plastik PP, ukuran ikan sedang dan berat bersih 100 – 125 gram. Alternatif 3 dengan rasa manis, kemasan plastik PP, ukuran ikan sedang dan berat bersih 100 – 125 gram. Alternatif 4 dengan rasa balado, kemasan plastik PP, ukuran ikan sedang dan berat bersih 125 – 150 gram dan Alternatif 5 dengan rasa balado, kemasan toples, ukuran ikan sedang dan berat bersih 100 – 125 gram. Desain alternatif terpilih dengan menggunakan metode value engineering yaitu alternatif ke 2 dengan ikan peperek crispy rasa original, kemasan plastik PP, ukuran ikan sedang dan berat bersih 100 – 125 gram per kemasan produk. Nilai tambah produk ikan peperek crispy adalah Rp. 3.732 per kemasan dengan tingkat keuntungan sebesar 37,32% per kemasan dengan berat 100 – 125 gram.
Kata Kunci : Ikan Peperek Crispy, Nilai Tambah dan Value Engineering.
",Teknologi Industri Pertanian
"ANALISIS PENGUKURAN PRODUKTIVITAS TAHU DENGAN
MENGGUNAKAN METODE MARVIN E MUNDEL (Studi Kasus: Indusri Tahu di UD. Sumber Makmur)", CHITRA CHAHYANING ICHADARA," Iffan Maflahah, S.TP., M.Si","Rakhmawati, S.TP., M.T","ABSTRAK
Persaingan yang semakin meningkat di dunia industri menuntut pelaku usaha untuk meningkatkan kinerjanya, termasuk UD. Sumber. Namun, UD. Sumber Makmur belum melakukan perhitungan produktivitas sebagai evaluasi kinerjanya selama ini. Metode yang paling sering digunakan dalam pengukuran produktivitas adalah metode Marvin E Mundel. Data yang dibutuhkan untuk melakukan perhitungan antara lain, bahan baku, tenaga kerja, energi listrik dan kayu bakar, perawatan mesin dan depresiasi dari Bulan Januari 2015 hingga November 2017. Nilai rata-rata produktivitas parsial pada bahan baku sebesar 100,03%, tenaga kerja sebesar 95,47%, listrik sebesar 102,47%, kayu bakar sebesar 90,39%, perawatan mesin sebesar 93,27% dan depresiasi sebesar 113, 56%. Sedangkan nilai rata-rata produktivitas total sebesar sebesar 98,29%. Nilai produktivitas total tertinggi terjadi pada Bulan September 2015, yakni 105,7 %. Sedangkan, nilai produktivitas total terendah terjadi pada Bulan Desember 2016, yakni 93,60%. Penurunan produktivitas yang terjadi pada UD. Sumber Makmur disebabkan upah yang meningkat, perawatan mesin yang tidak terjadwal, biaya listrik yang semakin meningkat, penggunaan mesin-mesin lama dan nilai output yang semakin menurun. Rencana yang dapat dilakukan untuk perbaikan produktivitas di UD. Sumber Makmur adalah meningkatkan motivasi tenaga kerja, mengontrol penggunaan mesin, penggunaan mesin-mesin baru, menghindari produksi pada malam hari dan rutin melakukan perawatan mesin.
Kata Kunci: Tahu, Produktivitas, Marvin E Mundel",Teknologi Industri Pertanian
Analisis Pengendalian Kualitas Produk Kerupuk Udang Menggunakan Statistical Quality Control (SQC) Pada UD. Lisa Chayang Kwanyar-Bangkalan, Rio Loekmana Latuwe," Millatul Ulya, S.TP., MT.","Ir. Umi Purwandari, M.App.Sc., Ph.D","UD. Lisa Chayang Kwanyar-Bangkalan merupakan salah satu industri yang bergerak dalam bidang pengolahan pangan berupa kerupuk udang. Akan tetapi, masih terdapat beberapa kesalahan dalam proses pembuatan kerupuk udang yang menyebabkan kualitas yang dihasilkan kurang baik. Metode yang dapat digunakan untuk menjamin produk dalam kondisi baik dan sesuai standar adalah seven tools yang merupakan alat bantu pengendalian kualitas menggunakan SQC (Statistical Quality Control). Tujuan dari penelitian ini adalah menentukan jenis cacat, mengetahui tingkat kerusakan produk, menganalisis faktor-faktor yang menjadi penyebab kerusakan produk kerupuk udang, serta menentukan upaya-upaya yang dilakukan untuk mengurangi tingkat kerusakan pada produk kerupuk udang UD. Lisa Chayang Kwanyar-Bangkalan. Hasil penelitian menunjukkan bahwa jenis cacat proses produksi kerupuk udang UD. Lisa Chayang Kwanyar-Bangkalan, yaitu ketebalan kerupuk tidak seragam, kerupuk tidak mengembang, dan patah. Penyebab terjadinya produk cacat ketebalan kerupuk tidak seragam, kerupuk tidak mengembang, dan patah dipengaruhi oleh faktor mesin, bahan baku, metode, manusia, dan lingkungan. Pada peta kendali p diketahui bahwa 3 (tiga) jenis cacat tidak terkendali. Perbaikan kualitas adalah untuk jenis cacat ketebalan kerupuk tidak seragam sebaiknya melakukan perawatan peralatan setiap 2 (dua) hari sekali. Selain itu, memperhatikan komposisi perbandingan antara tepung sagu dan udang, untuk jenis cacat kerupuk tidak mengembang sebaiknya lebih memperhatikan komposisi perbandingan antara tepung sagu dan udang. Selain itu, karyawan harus lebih memperhatikan pada saat proses dan waktu pengeringan, untuk jenis cacat patah perlu adanya pelatihan pada karyawan sehingga menghasilkan produk bebas cacat, dan pada saat proses penggorengan harus lebih memperhatikan cara membolak-balik kerupuk dan harus menyesuaikan ukuran kemasan produk.
Kata Kunci : kerupuk udang, pengendalian mutu, Statistical Quality Control (SQC)",Teknologi Industri Pertanian
"ANALISIS PENGENDALIAN MUTU KERUPUK 
DI UKM MUBAROK KAMAL BANGKALAN
", Nurul Anggreini,"  Iffan Maflahah, S.TP., M.Si","Dr. Ir. H. Asfan, MP","ABSTRAK

UKM Mubarok adalah industri rumah tangga yang bergerak dalam bidang pembuatan kerupuk. Dalam kegiatan operasionalnya, perusahaan mengalami masalah-masalah seperti kecacatan (defective) atau kesalahan dalam proses produksi kerupuk tersebut. Oleh karena itu diperlukan upaya perbaikan terus menerus (continuous improvement) agar perusahaan tidak mengalami kerugian yang akan muncul dikemudian hari. Untuk mencapai hal tersebut, digunakan metode  seven tools of quality dalam upaya perbaikan-perbaikan serta pengurangan tingkat kesalahan maupun kecacatan dalam proses produksinya. Data yang dikumpulkan meliputi jumlah produksi dan  jumlah cacat produk dari bulan Oktober 2017 hingga bulan November 2017, sedangkan data lainnya diperoleh melalui wawancara dengan pemilik perusahaan. 
Berdasarkan hasil penelitian ini, terdapat empat jenis kecacatan pada kerupuk yang terjadi selama proses produksi yaitu retak, ketebalan tidak sama, berat perkemasan tidak sama, dan kadar air kerupuk. Analisis pengendalian mutu  dilakukan menggunakan alat bantu statistik berupa check sheet, histogram, diagram pareto, diagram sebar, peta kendali P dan Xbar-R, serta diagram sebab-akibat. Hasil analisis peta kendali p menunjukkan bahwa proses berada dalam keadaan tidak terkendali atau masih mengalami penyimpangan. Hal ini dapat dilihat pada grafik kendali dimana titik berfluktuasi sangat tinggi dan tidak beraturan, serta banyak yang keluar dari batas kendali. Berdasarkan histogram, perbaikan yang perlu dilakukan adalah untuk jenis kerusakan yang paling dominan yaitu ketebalan kerupuk tidak sama (13.785 gram), dan cacat retak (12.935 gram) . Dari analisis diagram sebab akibat dapat diketahui faktor penyebab cacat berasal dari faktor manusia/ pekerja, mesin produksi, metode kerja, material/ bahan baku dan lingkungan kerja, sehingga perusahaan dapat mengambil tindakan pencegahan serta perbaikan untuk menekan tingkat kecacatan dan meningkatkan kualitas produk. 
Kata Kunci : Pengendalian Mutu, Cacat Produk, Metode Seven Tools Of Quality
",Teknologi Industri Pertanian
"Analisis Nilai Tambah Pada Keripik Talas (Colocasia esculenta) (UD. Barokah dan UD. Go Umbi di Bicorong, Pakong, Pamekasan)", Imadotul Kurfani," Dr.Ir. H. Asfan, MP","Khoirul Hidyat, S.T., MT","ABSTRAK

Keripik Talas Merupakan makanan ringan yang tergolong jenis makanan Cracker, makanan yang bersifat kering dan renyah. Salah satu jenis yang digunakan dalam pembuatan keripik ini yaitu talas. Talas yang biasanya hanya dikukus untuk makanan sehari-hari UD. Barokah dan UD. Go umbi mengolah menjadi keripik talas. Tujuan dari penelitian ini untuk mengetahui nilai tambah dan besarnya efesiensi keripik talas yang diolah oleh UD. Barokan dan UD. Go Umbi. Penelitian ini dilakukan di UD. Barokah dan UD. Go Umbi Bicorong Pakong Pamekasan. Penelitian ini menggunakan Metode Hayami. Hasil perhitungan dari penelitian ini menunnjukkan bahwa rata-rata nilai tambah pada UD. Barokah dalam satu kali proses produksi selama 8 jam adalah sebesar Rp. 2.700,-per kilogram. Sedangkan untuk UD. Go umbi nilai tambah yang didapat dalam satu kali proses produksi selama 8 jam adalah sebesar Rp. 8.369,-per kilogram. Hasil perhitungan nilai R/C industri keripik talas pada UD. Barokah yaitu sebesar 1,77. Sedangkan untuk UD. Go Umbi yaitu sebesar 1,53. Hal ini berarti industri keripik talas pada UD. Barokah dan UD. Go Umbi layak untuk dikembangkan. 
Kata Kunci: Keripik Talas, Nilai Tambah, Nilai Efesiensi Usaha
",Teknologi Industri Pertanian
"ANALISIS  KUALITAS  PELAYANAN TERHADAP KEPUASAN KONSUMEN DENGAN METODE SERVQUAL
(Studi Kasus Di Yoka Bento Telang, Kamal)
", Zulfia Husni," Millatul Ulya S, TP., MT","Rakhmawati S. TP ., MT","ABSTRAK
 Salah satu hal penting dalam menjamin kepuasan pelanggan pada usaha restoran siap saji adalah pelayanan. Yoka Bento merupakan restoran cepat saji yang pelayanannya menggunakan self service. Sistem pelayanan Yoka Bento belum sesuai dengan keinginan pelanggan sehingga peneliti tertarik untuk mengkaji sistem pelayanan tersebut menggunakan metode servqual. Tujuan penelitian ini adalah mengetahui kualitas pelayanan yang diberikan oleh Yoka Bento serta atribut apa saja yang menjadi prioritas utama untuk diperbaiki. Data yang didapat dari kuesioner kemudian dilakukan uji validitas dan reliabilitas, hasil yang sudah valid dan reliabel kemudian dianalisis kepuasan konsumen, hasil dari analisis tersebut adalah tingkat harapan lebih tinggi dari pada tingkat kinerja. Sehingga pelanggan merasa kurang puas terhadap pelayanan yang diberikan oleh Yoka Bento.

",Teknologi Industri Pertanian
"PENGEMBANGANPRODUKKERUPUK DENGAN METODE MENGGUNAKAN QFD (QUALITYFUNCTIONDEPLOYMENT)
(Studi Kasus  Ukm.Kerupuk Mubarok Kamal Bangkalan) ", Luluk Atullailah," Khoirul Hidayat, S.T., M.T","Ir. Umi Purwandari,M.App.Sc.Ph.D","Abstrak
Perancangan dan pengembangan produk (P3) dengan menggunakan metode Quality Function Deployment (QFD)memberikan gambaran secara jelas mengenai produk yang akan dikembangkan dan di inginkan oleh konsumen demi tercapainya kepuasan konsumen. Penelitian ini bertujuan untuk mengetahui karakteristik kerupuk yang diinginkan konsumen dan untuk mengetahui atribut kebutuhan konsumen serta persyaratan teknis dari kerupuk. Metode yang digunakan adalah metode QFD R1 matriks House of quality (HOQ). Metode QFD merupakan suatu metode yang digunakan untuk memenuhi kenginginan konsumen akan suatu produk. Ada empat tahapan dalam metode QFD , yang mana pada masing-masing tahapan memperoleh satu matriks.  HOQ merupakan rumah mutu yang akan diisi dengan hasil yang didapat setelah didaptkan data dari hasil wawancara. Terdapat 12 atribut kebutuhan konsumen yang harus diperhatikan dalam mengembangkan produk kerupuk. Diantara adalah aroma kerupuk yang harum, tekstur kerupuk yang keras, bentuk kerupuk yang standar, potongan kerupuk yang pas, kerupuk tidak mudah hancur, kerupuk tahan lama(awet), tidak berbau tengik, warna yang cerah, harga kerupuk yang murah, plastic kemasan yang tebal, memiliki informasi tempat produksi yang lengkap, dan penutup dengan staples. Selain itu terdapat persyartan teknis yang didapat dari hasil wawancara dengan dua orang pakar, persyaratan tersebut adalah kualitas bahan baku, formulasi bahan baku, pencampuran adonan, lama pengukusan, suhu pengukusan, lama pendinginan, suhu pendinginan, lama pengeringan, ketebalan irisan kerupuk, jenis kemasan, kelengkapan informasi dalam label dan proses pengemasan. Dari hasil yang didapat pada segi kemasan perlu dilakukan peningkatan yang signifikan karena memiliki nilai rasio yang lebih besar dari nilai standar. Dan persyaratan teknis yang berpengaruh dari segi produk adalah lama pengeringan sedangkan dari segi kemasan adalah kelengkapan informasi dalam label.
",Teknologi Industri Pertanian
